name,address,number_,geo_point_2d,latitud,longitud
257_PLAZA_SALVADOR_SORIA_ESQ_PIO_X,"Plaza Salvador Soria, 8",257,"39.44525124234686,-0.38910445245389036",39.44525124234686,-0.38910445245389036
258_PINTOR_RAFAEL_SOLVES_ESQ_JOSE_SOTO_MICO,Pintor Rafael Solves - Jose Soto Mico,258,"39.43982822413676,-0.3891374575312111",39.43982822413676,-0.3891374575312111
259_CALLE_PIO_IX_POLIDEPORTIVO_RAMBLETA,Pio IX - Músico Cabanilles,259,"39.44546024514969,-0.3930154660803912",39.44546024514969,-0.3930154660803912
026_CALLE_SAN_JOSE_DE_CALASANZ,San José de Calasanz - Salas Quiroga,26,"39.46619531059966,-0.3860524260304749",39.46619531059966,-0.3860524260304749
260_DELS_FERRERS_ESQ_TRAGINERS,Traginers - Pedrapiquers,260,"39.45955629873093,-0.4072175039832668",39.45955629873093,-0.4072175039832668
261_PZA_XUQUER_ESQ_VINALOPO,Plaza Xuquer - Vinalopó,261,"39.47667632834523,-0.35037729588168837",39.47667632834523,-0.35037729588168837
262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO,Tres Forques - Colonia Española de Mexico,262,"39.463472312903384,-0.40922550688289966",39.463472312903384,-0.40922550688289966
263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA,Padre Esteban Pernet - Casa Misericordia,263,"39.467043324648515,-0.4096445056541294",39.467043324648515,-0.4096445056541294
264_AVDA_CID_ANTES_MARCONI,Av. del Cid - Marconi,264,"39.46916033373618,-0.4144325204450301",39.46916033373618,-0.4144325204450301
265_C_ALCASSER_POETA_ALBERTO_LISTA,Alcasser - Poeta Alberto Lista,265,"39.470973337167365,-0.40811749816977394",39.470973337167365,-0.40811749816977394
266_PLANA_ALTA_ESQ_AVDA_MAESTRO_RODRIGO,Canal de Navarrés - Maestro Rodrigo,266,"39.49028940014262,-0.40637147642320165",39.49028940014262,-0.40637147642320165
267_C_BENIFERRI_VICENTE_TOMAS_MARTI,Beniferri - Vicent Tomás Martí,267,"39.49416841275147,-0.4059294716064297",39.49416841275147,-0.4059294716064297
268_PZA_LUIS_CANO_5,"Plaza Luis Cano, 5",268,"39.50144544298018,-0.41849350927046264",39.50144544298018,-0.41849350927046264
269_CAMPAMENTO_81,"Campamento, 81",269,"39.49990744160243,-0.42626353678444817",39.49990744160243,-0.42626353678444817
027_CALLE_SAN_VICENTE_MARTIR_129,San Vicente Martir - Doctor Vilá Barberá,27,"39.463362299305594,-0.3818514137102655",39.463362299305594,-0.3818514137102655
270_CALLE_NINOT_ESQ_PZA_REGINO_MAS,Ninot - Regino Mas,270,"39.50007542649037,-0.39288942312141745",39.50007542649037,-0.39288942312141745
271_CALLE_SALVADOR_CERVERÓ_CALLE_CARLOS_CORTINA,Salvador Cerveró - Carlos Cortina,271,"39.49927942267903,-0.38989141267304944",39.49927942267903,-0.38989141267304944
272_VICENTE_LA_RODA_C_INGENIERO_FAUSTO_ELIO,Vicente la Roda - Ingeniero Fausto Elio,272,"39.48062333339468,-0.33219023115385166",39.48062333339468,-0.33219023115385166
273_CALLE_MORAIRA_CALLE_DALT_DE_LA_MAR,Moraira - Alta del Mar,273,"39.450305232524904,-0.3332722584595297",39.450305232524904,-0.3332722584595297
274_MANUEL_ANDRES_CASTELL_DE_POLOP,San Francisco de Paula - Castell de Pop,274,"39.44807022576504,-0.3331882593063431",39.44807022576504,-0.3331882593063431
275_CAMINO_DE_LAS_MORERAS_ESQ_RONDA_DE_NAZARET,Moreras - Rona de Nazaret,275,"39.45230524022502,-0.3350652633218127",39.45230524022502,-0.3350652633218127
276_EDIFICIO_VELES_E_VENTS,Veles e Vents,276,"39.46197526682713,-0.32376521655842594",39.46197526682713,-0.32376521655842594
028_NAVARRO REVERTE,Navarro Reverter - Grabador Esteve,28,"39.47158231958138,-0.36775135880068294",39.47158231958138,-0.36775135880068294
029_PLAZA AMERICA,Plaza América - Cirilo Amorós - Sorní,29,"39.47011231364647,-0.3652993525279599",39.47011231364647,-0.3652993525279599
003_PLAZA_MUSICO_LOPEZ_CHAVARRI,Plaza del Musico López Chavarri,3,"39.4768353435743,-0.3802883976424855",39.4768353435743,-0.3802883976424855
030_CIRILO AMOROS,Cirilo Amorós - Jorge Juan (Mercado Colón),30,"39.468601309884924,-0.36849936365579583",39.468601309884924,-0.36849936365579583
031_CALLE SALAMANCA,Salamanca - Conde Altea,31,"39.467365304622646,-0.3650283531086902",39.467365304622646,-0.3650283531086902
032_C/ CONDE DE ALTEA,Conde Altea - Almirante Cadarso,32,"39.46600630156446,-0.3682473649948816",39.46600630156446,-0.3682473649948816
033_GRAN_VIA_GERMANIAS_ESQ_CALLE_RUZAFA,Germanías - Ruzafa,33,"39.46481830023885,-0.37399038562310283",39.46481830023885,-0.37399038562310283
34_AVDA. ANTIGUO REINO DE VALENCIA,Regne de Valencia - Doctor Sumsi,34,"39.46412229654908,-0.36996137299092113",39.46412229654908,-0.36996137299092113
35_C/ DUQUE DE CALABRIA,Regne de Valencia - Almirante Cadarso,35,"39.46374929341137,-0.36699436340059455",39.46374929341137,-0.36699436340059455
036_PZA_LOS_FUEROS_CONDE_TRENOR,Plaza de los Fueros - Conde Trenor,36,"39.479072348860946,-0.3754363798581042",39.479072348860946,-0.3754363798581042
37_AVDA. PERIS Y VALERO,Peris y Valero - Luis Santángel,37,"39.460937800028375,-0.3664406250017559",39.460937800028375,-0.3664406250017559
38_AVDA. PERIS Y VALERO,Peris y Valero - Cabo Jubi,38,"39.45940204927687,-0.37024937736936264",39.45940204927687,-0.37024937736936264
39_AVDA. PERIS Y VALERO,Peris y Valero - Cuba,39,"39.457854277261184,-0.3739313916673185",39.457854277261184,-0.3739313916673185
004_PLAZA_DE_LA_VIRGEN_CALLE_BAILIA,Plaza de la Virgen - Bailía,4,"39.476747340831494,-0.37534238089458904",39.476747340831494,-0.37534238089458904
40_CALLE_BARCAS_FRENTE _TEATRO_PRINCIPAL,"Barcas, 11",40,"39.470466319701956,-0.3748243837183276",39.470466319701956,-0.3748243837183276
41_AVDA. GRAL. URRUTIA,General Urrutia - Granada,41,"39.458912276426375,-0.36477635908979195",39.458912276426375,-0.36477635908979195
42_AVDA. DE LA PLATA,Av. de la Plata (Museo Fallero),42,"39.45878127329601,-0.3586583378805894",39.45878127329601,-0.3586583378805894
43_C/ DE ORIENTE,Escultor José Capuz - Oriente,43,"39.459477276259406,-0.36115334583643566",39.459477276259406,-0.36115334583643566
44_AVDA. GRAL. URRUTIA,General Urrutia - Av. de la Plata,44,"39.45642926768604,-0.36301435452576164",39.45642926768604,-0.36301435452576164
45_AVDA. GRAL. URRUTIA,Hermanos Maristas - General Urrutia,45,"39.45381925759081,-0.36185535292343096",39.45381925759081,-0.36185535292343096
46_AVDA. INSTITUTO OBRERO DE VALENCIA,Pintor Luis Arcas - Inst. Obrero Valenciano,46,"39.455509261762266,-0.35878734087160885",39.455509261762266,-0.35878734087160885
47_AVDA. AUTOPISTA DEL SALER,Autopista del Saler - Puente Monteolivete,47,"39.45651226440267,-0.35541832880362817",39.45651226440267,-0.35541832880362817
48_AVDA. ANTONIO FERRANDIS,Antonio Ferrandis - General Urrutia,48,"39.450807354184086,-0.35855273823228967",39.450807354184086,-0.35855273823228967
49_C/ RICARDO MUÑOZ SUAY,Ricardo Muñoz Suay - María José Victoria Fuster (C.C. El Saler),49,"39.45298693239739,-0.3571104198826364",39.45298693239739,-0.3571104198826364
005_PINTOR_LOPEZ_PZA_POETA_LLORENTE,Plaza Poeta Llorente,5,"39.476895339123786,-0.3711403661399108",39.476895339123786,-0.3711403661399108
50_AVDA. AUTOPISTA DEL SALER,Autopista del Saler - Antonio Ferrandis (C.C. El Saler),50,"39.453318252515686,-0.3528593228128155",39.453318252515686,-0.3528593228128155
51_PSO. DE LAS MORERAS,Moreras (Oceanográfico),51,"39.45218324552497,-0.3472273049060467",39.45218324552497,-0.3472273049060467
52_C/ LUIS GARCIA BERLANGA,Luis García Berlanga Martí - Menorca,52,"39.45603425797373,-0.3463402980947426",39.45603425797373,-0.3463402980947426
53_C/ LUIS GARCIA BERLANGA,Alameda - Pintor Maella,53,"39.45676426141678,-0.34813930400480075",39.45676426141678,-0.34813930400480075
54_PASEO ALAMEDA,Plaza de Europa,54,"39.459778273617445,-0.3526903171951741",39.459778273617445,-0.3526903171951741
55_AVDA. DE FRANCIA,Francia - Pintor Maella,55,"39.45934326975421,-0.34868630411595647",39.45934326975421,-0.34868630411595647
56_AVDA. DE FRANCIA,Francia - Menorca,56,"39.45842126509135,-0.3444052893928658",39.45842126509135,-0.3444052893928658
057_CALLE PINTOR MONLEON,Alameda - Pintor Monleón,57,"39.46447629179199,-0.3582563324315247",39.46447629179199,-0.3582563324315247
058_PLAZA DE ESPAÑA,Plaza España,58,"39.46621830848607,-0.3815864106638383",39.46621830848607,-0.3815864106638383
059_AVDA. DE BALEARES I,Baleares - Río Escalona,59,"39.463088285667624,-0.3545493213542055",39.463088285667624,-0.3545493213542055
006_GUILLEN_CASTRO_CON_CALLE_SAN_PEDRO_PASCUAL,Guillem de Castro - San Pedro Pascual,6,"39.472798331478145,-0.38408341393871137",39.472798331478145,-0.38408341393871137
060_AVDA.BALEARES II,Baleares - Lebón,60,"39.46223128102797,-0.3517763125261459",39.46223128102797,-0.3517763125261459
061_VICENTE VIDAL,Vicent Vidal - Pintor Maella,61,"39.46129327599964,-0.34783029886743094",39.46129327599964,-0.34783029886743094
062_MENORCA,Menorca - Baleares,62,"39.45981126842254,-0.3421522812931475",39.45981126842254,-0.3421522812931475
063_AVDA. DEL PUERTO I,Av Puerto 19 (Telefónica),63,"39.46777930285978,-0.358414330727018",39.46777930285978,-0.358414330727018
064_AVDA. DEL PUERTO II,Av. Puerto 61-63,64,"39.46651829706714,-0.35419531724959286",39.46651829706714,-0.35419531724959286
065_AVDA. DEL PUERTO III,Av. Puerto - Doctor Manuel Candela,65,"39.465516292011046,-0.3508373061951808",39.465516292011046,-0.3508373061951808
066_GUILLEN DE ANGLESOLA,Guillem de Anglesola - Av. Puerto,66,"39.46427128532339,-0.3462612916525901",39.46427128532339,-0.3462612916525901
067_JUAN VERDEGUER,Juan Verdeguer - Toneleros,67,"39.45886026320377,-0.33679826304022287",39.45886026320377,-0.33679826304022287
068_AVDA. DEL PUERTO IV,Av. Puerto - José Aguilar,68,"39.46280327868023,-0.3417332778594022",39.46280327868023,-0.3417332778594022
069_AVDA. DEL PUERTO,Av. Puerto - Serrería,69,"39.46195227384504,-0.3387212679875118",39.46195227384504,-0.3387212679875118
007_PZA_DEL_MERCADO_TAULA_DE_CANVIS,Plaza del Mercado - Taula de Canvis,7,"39.47487233593648,-0.3791853952972924",39.47487233593648,-0.3791853952972924
70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA,"Colón, 44",70,"39.469213221319464,-0.3716462894107889",39.469213221319464,-0.3716462894107889
071_AVDA DEL PUERTO VI,Av. Puerto - Plaza Tribunal de les Aigües,71,"39.46038026686525,-0.33353125122308164",39.46038026686525,-0.33353125122308164
072_RAMIRO MAETZU,Ramiro de Maeztu - Peris Brell,72,"39.467257201162404,-0.34644628196214244",39.467257201162404,-0.34644628196214244
073_JERONIMO MONSORIU,Jerónimo Monsoriu - Industria,73,"39.4662592905475,-0.3428792786496773",39.4662592905475,-0.3428792786496773
074_PLAZA SAN FELIPE NERI,Plaza San Felipe Neri (Mercado Algirós),74,"39.469949307546806,-0.3537343124957471",39.469949307546806,-0.3537343124957471
075_CAMPOAMOR I,República Argentina - Campoamor,75,"39.472113313853896,-0.35170130420295115",39.472113313853896,-0.35170130420295115
076_CAMPOAMOR II,Campoamor - Músico Ginés,76,"39.47008330347364,-0.343461277578989",39.47008330347364,-0.343461277578989
77_C/ MOLINELL,Molinell - Calderón de la Barca,77,"39.48497336307338,-0.36566734195835493",39.48497336307338,-0.36566734195835493
078_AVDA. ARAGÓN I,Aragón - Vicente Sancho Tello,78,"39.46994531050937,-0.358688329939162",39.46994531050937,-0.358688329939162
079_AVDA. ARAGON II,Aragón - Ernesto Ferrer,79,"39.4727793187067,-0.357242322435451",39.4727793187067,-0.357242322435451
008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR,Plaza de la Reina - Mar,8,"39.47432033281947,-0.3750843825510484",39.47432033281947,-0.3750843825510484
080_AMADEO SAVOIA,Amadeo de Saboya (frente Ayuntamiento),80,"39.47374232444908,-0.36229833944736023",39.47374232444908,-0.36229833944736023
081_DOCTOR FORNOS,Micer Mascó - Rodriguez Fornos,81,"39.47512832851177,-0.36097833354659675",39.47512832851177,-0.36097833354659675
082_GUILLEN_DE_CASTRO_TORRES_DE_QUART,Guillem de Castro (Torres de Quart),82,"39.47605634238628,-0.3839144104057024",39.47605634238628,-0.3839144104057024
83_PZA. DE LA LEGIÓN ESPAÑOLA,General Elio - Llano del Real,83,"39.47758533929587,-0.3669703519914759",39.47758533929587,-0.3669703519914759
84_SERRERIA_ESQ_PINTOR FERRER CALATAYUD,"Serrería, 67",84,"39.46729429030231,-0.3351652508188024",39.46729429030231,-0.3351652508188024
085_AVDA_BLASCO IBAÑEZ 1,Blasco Ibañez - Jaime Roig,85,"39.479464345022826,-0.3647153422684407",39.479464345022826,-0.3647153422684407
86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA,Gaspar Aguilar - Vicente Parra,86,"39.4552402764855,-0.39119345191575566",39.4552402764855,-0.39119345191575566
87_AVDA BLASCO IBAÑEZ 2,Blasco Ibañez - Doctor Gómez Ferrer (Clínico),87,"39.47851834019109,-0.36188033357859983",39.47851834019109,-0.36188033357859983
088_AVDA. BLASCO IBAÑEZ 3,"Blasco Ibañez, 28 (F. Geografía e Historia)",88,"39.477512336096844,-0.36114233248377353",39.477512336096844,-0.36114233248377353
89_AVDA. BLASCO IBAÑEZ,"Blasco Ibañez, 23 (F. Filosofía y Psicología)",89,"39.47780233689744,-0.3593183259089267",39.47780233689744,-0.3593183259089267
009_PLAZA_TETUAN_4,Plaza de Tetuán,9,"39.47435533016869,-0.3699303648826442",39.47435533016869,-0.3699303648826442
90_AVDA. BLASCO IBAÑEZ,"Blasco Ibañez, 32 (F. Filología)",90,"39.47673433298103,-0.3589673254467337",39.47673433298103,-0.3589673254467337
091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR,Grabador Jordan - Escultor Pastor,91,"39.44412522887422,-0.36757337969703135",39.44412522887422,-0.36757337969703135
"092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ",Blasco Ibañez - Aragón,92,"39.47586032883543,-0.35596831583559707",39.47586032883543,-0.35596831583559707
93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD,Blasco Ibañez - Poeta Durán Tortajada,93,"39.472282310670764,-0.34380927742382206",39.472282310670764,-0.34380927742382206
094_AVDA. BLASCO IBAÑEZ 5,Blasco Ibañez - Clariano,94,"39.47537832465668,-0.35158330144926053",39.47537832465668,-0.35158330144926053
95_AVDA. DE LOS NARANJOS,Naranjos (Magisterio),95,"39.47983533734356,-0.34611927939668474",39.47983533734356,-0.34611927939668474
096_AVDA. BLASCO IBAÑEZ 6,Blasco Ibañez - Yecla,96,"39.47355431688417,-0.3482142912637639",39.47355431688417,-0.3482142912637639
097_AVDA. BLASCO IBAÑEZ 7,Blasco Ibañez 121,97,"39.47306831276613,-0.3431322739648798",39.47306831276613,-0.3431322739648798
098_SANTOS JUSTO Y PASTOR,Justo y Pastor - Duque de Gaeta,98,"39.469680303996114,-0.348442294427372",39.469680303996114,-0.348442294427372
099_AVDA. BLASCO IBAÑEZ 8,Blasco Ibañez - Pintor José Mongrell,99,"39.47134430635022,-0.3404842660990001",39.47134430635022,-0.3404842660990001
